BSN,Batch Name,Vendor Filename,Submitted,Sent to Vendor,Returned from Vendor,Loaded to Aleph
004230174NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230175NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230176NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230179NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230186NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230198NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230199NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230200NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230202NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230214NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230215NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230220NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230221NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230223NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230224NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230225NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230233NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230238NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230240NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230242NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230244NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230246NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230247NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230253NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230258NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230260NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230261NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230267NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230269NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230270NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230283NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230289NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230293NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230300NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230309NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004230312NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004240154NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004240251NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004258583NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004258592NYU01,tp_20160303_bk_ara_171r,,2016-04-06_20:37:53,2016-04-06_20:38:25,,
004156984NYU01,bs_20160211_bk_hin_1r,BSLWsample.mrc,2016-04-06_20:42:06,2016-04-06_20:42:45,2016-04-06_20:43:28,
003731448NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
003833442NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
003920746NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
003920878NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
003920880NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
003929990NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
003929994NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
003965386NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
004027680NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
004051426NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
004092880NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
004092891NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
004092904NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
004092906NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
004102833NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
004102849NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
004211442NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
004211476NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
004211482NYU01,bs_20160219_bk_tur_19r,BSLWsample.mrc,2016-04-06_20:42:29,2016-04-06_20:43:00,2016-04-06_20:43:28,
