003745860, 31142055319332
003798172, 31122050500714
003837115, 31122050502108
003862740, 31142055596640
004037256, 31142057525613
004064567, 31122058554564
004097493, 31142056343448
004124698, 31142052974808
004126790, 31122058562336
004126791, 31122058562344
004126794, 31122058562252
004128217, 31142052974816
004128421, 31122058562518
004128949, 31122058562583
004129904, 31122058562666
004130784, 31142054450872
004130787, 31122058562799
004130789, 31122058562807
004133297, 31142058154991
004136424, 31142058156129
004136433, 31142058156160
004140597, 31142058157812
004147989, 31142059560428
004148262, 31142059559685
004169637, 31122058545554
004169640, 31122058545570
004174257, 31122058546065
004174258, 31122058546073
004174262, 31122058546115
004186211, 31142059627706
004186249, 31142059629082
004186257, 31142059629140
004192657, 31122058546446
004201054, 31142059631930
004212312, 31122059355615
004212318, 31122059355599
004212319, 31122059355607
004217785, 31122058586319
004227980, 31142056347910
004227999, 31142056347456
004228010, 31142056348108
004228014, 31142056347829
004228023, 31142059512890
004228024, 31142059513054
004228038, 31142056347977
004228072, 31142056348173
004228078, 31142056348090
004228083, 31142059513005
004228091, 31142056348058
004228095, 31142059512957
004228097, 31142059512650
004228118, 31142059512700
004228123, 31142059512999
004228128, 31142059512866
004228131, 31142056348066
004228145, 31142059514243
004228146, 31142056347449
004228147, 31142056347886
004228151, 31142056347381
004228159, 31142056347969
004228172, 31142059513484
004228173, 31142059513609
004228185, 31142056347324
004228189, 31142059512767
004228199, 31142056347746
004228203, 31142059513419
004228212, 31142056347282
004229930, 31142060001560
004229932, 31142056884730
004229935, 31142060002402
004229937, 31142056885232
004229938, 31142056885372
004229941, 31142060002725
004229945, 31142060000430
004229947, 31142060000505
004229948, 31142056886065
004229950, 31142060000109
004229951, 31142056886073
004229954, 31142056884896
004229960, 31142060000604
004229964, 31142060001578
004229964, 31142060001586
004229964, 31142060001594
004229964, 31142060001602
004229964, 31142060001610
004229971, 31142060002816
004229973, 31142060000679
004229979, 31142056885877
004229983, 31142056885414
004229989, 31142060002907
004230005, 31142060000265
004230016, 31142060000570
004230021, 31142060001644
004230024, 31142056885679
004230036, 31142060000596
004230037, 31142060002196
004230039, 31142060000406
004230040, 31142060000463
004230045, 31142060002428
004230051, 31142060000646
004230054, 31142056885851
004230057, 31142056885885
004230058, 31142060002717
004230061, 31142060002501
004230062, 31142060001537
004230064, 31142060002550
004230073, 31142056884953
004230073, 31142056884961
004230074, 31142056885786
004230074, 31142056885794
004230078, 31142060001453
004230082, 31142059999998
004230084, 31142056885570
004230089, 31142056884870
004230092, 31142056884888
004230094, 31142060000786
004230097, 31142056885257
004230099, 31142060002436
004230101, 31142056885190
004230103, 31142060002063
004230103, 31142060002071
004230103, 31142060002089
004230103, 31142060002097
004230104, 31142056886214
004230108, 31142060000810
004230109, 31142059999972
004230111, 31142060002733
004230114, 31142060002535
004230128, 31142056884797
004230131, 31142056885604
004230134, 31142056885620
004230138, 31142060002279
004230143, 31142060002162
004230147, 31142056886206
004230158, 31142060002527
004230159, 31142060001180
004230167, 31142056884987
004230168, 31142056885547
004230169, 31142060002360
004230173, 31142060000737
004230174, 31142060000588
004230175, 31142056885356
004230176, 31142060001230
004230179, 31142060001545
004230186, 31142056885307
004230198, 31142056885950
004230199, 31142060002378
004230200, 31142056884904
004230202, 31142060002485
004230214, 31142060002865
004230215, 31142056885935
004230220, 31142060002410
004230221, 31142056885919
004230223, 31142060002493
004230224, 31142060002790
004230225, 31142056885893
004230233, 31142056885737
004230238, 31142060000307
004230240, 31142056886222
004230242, 31142060000687
004230244, 31142060001503
004230246, 31142060000075
004230247, 31142060001693
004230253, 31142056884581
004230258, 31142060000828
004230260, 31142060002915
004230261, 31142060002048
004230267, 31142056885174
004230269, 31142056885281
004230270, 31142060001685
004230283, 31142052974709
004230289, 31142056885182
004230293, 31142060002261
004230300, 31142056885299
004230309, 31142060002337
004230312, 31142056884854
004240154, 31122059355656
004240251, 31122059355664
004258583, 31142056886289
004258592, 31142060002956
