003813763, 31142048942299
003989782, 31142056392148
004018840, 31142057559786
004022002, 31142057562517
004022063, 31142056400354
004022117, 31142056400859
004041801, 31142048945391
004041926, 31142048945474
004051679, 31142057795943
004051680, 31142057795950
004051685, 31142056208294
004051735, 31142056208963
004051736, 31142056208971
004051740, 31142057796842
004051743, 31142056209029
004051754, 31142056209235
004051757, 31142056209250
004051759, 31142056209276
004051760, 31142057797253
004051792, 31142057797543
004086978, 31142056212908
004086998, 31142057914817
004087026, 31142057914882
004087045, 31142056213633
004087046, 31142056213658
004087050, 31142056213773
004087060, 31142057915129
004087062, 31142056213807
004087070, 31142057915160
004087081, 31142056214128
004087092, 31142056214201
004087117, 31142056214458
004087167, 31142056214938
004087177, 31142056215034
004119750, 31142056546289
004119757, 31142058105589
004119786, 31142056545612
004119793, 31142056545638
004119806, 31142056545711
004119854, 31142058106017
004119882, 31142056547055
004119883, 31142056547071
004119898, 31142056547568
004119899, 31142056547576
004119906, 31142058106983
004119907, 31142056547642
004119936, 31142056547865
004119951, 31142056548004
004119957, 31142058147854
004119959, 31142056345336
004133537, 31142057736459
004133541, 31142057736210
004149533, 31142059600703
004149545, 31142056713806
004149548, 31142056713640
004149551, 31142056713657
004149553, 31142056713673
004149556, 31142056713699
004149570, 31142056713756
004149571, 31142056713905
004149572, 31142056713913
004149576, 31142056714127
004149586, 31142059600380
004149588, 31142056714010
004149589, 31142056713947
004149609, 31142056714192
004149613, 31142056714580
004149617, 31142056714200
004149623, 31142059600976
004149632, 31142056714291
004149651, 31142059601248
004149655, 31142056714390
004149656, 31142056714408
004149659, 31142056714432
004149663, 31142056714473
004149664, 31142059600984
004149666, 31142056715074
004149668, 31142056714630
004149669, 31142056714648
004149688, 31142056714788
004149689, 31142056714796
004159611, 31142056715066
004159678, 31142056715041
004159705, 31142056715017
004159727, 31142056714978
004159737, 31142056714887
004159786, 31142056714929
004159794, 31142056714945
004159934, 31142056717435
004159939, 31142056717492
004159942, 31142056717476
004159945, 31142056717450
004159949, 31142056717468
004159961, 31142056717245
004159993, 31142056717427
004159996, 31142056717286
004159997, 31142056717351
004160000, 31142056717294
004160025, 31142056717369
004202309, 31142059874530
004202310, 31142059874548
004202321, 31142057856976
004202328, 31142057857016
004202333, 31142059874514
004202341, 31142056986402
004202343, 31142056986386
004202353, 31142056986519
004202354, 31142056986527
004202355, 31142060734392
004202356, 31142060734400
004202357, 31142060734418
004202364, 31142044566696
004202365, 31142044566712
004202366, 31142044566704
004202369, 31142060734475
004202371, 31142060734491
004202376, 31142059874571
004202394, 31142055321486
004202395, 31142055321494
004202405, 31142059874779
004202408, 31142059874803
004202410, 31142059874829
004202413, 31142059874852
004202422, 31142059874944
004202423, 31142059874951
004202424, 31142059874969
004202427, 31142060734541
004202440, 31142059875040
004202445, 31142059875099
004202450, 31142060734608
004202458, 31142060734681
004202463, 31142060734723
004202467, 31142060734772
004202470, 31142060734806
004202481, 31142060734848
004202483, 31142059875206
004202492, 31142059875297
004202496, 31142059875339
004202497, 31142059875347
004202498, 31142059875354
004202501, 31142059875396
004202511, 31142059875495
004202535, 31142060734947
004202540, 31142060734996
004202543, 31142060735019
004202547, 31142059875727
004202548, 31142060735027
004202549, 31142060735035
004202550, 31142060735043
004202551, 31142060735050
004202552, 31142060735068
004202553, 31142060735076
004202554, 31142060735084
004202555, 31142060735092
004202556, 31142060735100
004202557, 31142060735118
004202558, 31142060735126
004202561, 31142059875743
004202575, 31142059875859
004202577, 31142060735167
004202578, 31142060735175
004202579, 31142060735183
004202580, 31142060735191
004202581, 31142060735209
004202582, 31142059875917
003956609, 31122055010586
004051682, 31142057795968
004051682, 31142057795976
004087056, 31142057915012
004087056, 31142057915020
004087056, 31142057915038
004087056, 31142057915046
004087056, 31142057915053
004087056, 31142057915061
004087056, 31142057915079
004087056, 31142057915087
004087056, 31142057915095
004202329, 31142059875875
004202329, 31142059875883
