004227784, 31142055321544
004227791, 31142059881840
004227792, 31142059881832
004227793, 31142059881865
004227796, 31142059881816
004227797, 31142059881808
004227800, 31142059881790
004227802, 31142059881782
004227808, 31142059881766
004227809, 31142059881949
004227814, 31142059881964
004227815, 31142059881972
004227816, 31142060736991
004227818, 31142060736975
004227820, 31142059882251
004227822, 31142060736967
004227825, 31142059881980
004227833, 31142060737007
004227834, 31142060736959
004227835, 31142060736942
004227836, 31142060736934
004227837, 31142060737015
004227838, 31142060736926
004227839, 31142059881618
004227840, 31142060737023
004227841, 31142060737031
004227842, 31142060737049
004227844, 31142059881600
004227845, 31142060737064
004227847, 31142059881592
004227848, 31142060736918
004227849, 31142060737080
004227850, 31142059881485
004227851, 31142059882129
004227852, 31142059882541
004227854, 31142059881519
004227855, 31142059881527
004227856, 31142059881501
004227861, 31142059881550
004227868, 31142059882145
004227871, 31142059882491
004227873, 31142059882517
004227874, 31142059882525
004227875, 31142059882533
004227876, 31142059882558
004227884, 31142059882418
004227885, 31142059882574
004227886, 31142059882640
004227887, 31142059882566
004227888, 31142059882657
004227889, 31142060737197
004227890, 31142059882426
004227891, 31142059882665
004227894, 31142059882681
004227896, 31142059882707
004227897, 31142059882715
004227898, 31142059882723
004227899, 31142059882731
004227900, 31142059882749
004227901, 31142059882756
004227902, 31142059882764
004227903, 31142059882772
004227904, 31142059882780
004227905, 31142059882798
004227908, 31142059882814
004227909, 31142059882822
004227910, 31142059882830
004227911, 31142059882848
004227912, 31142059882855
004227913, 31142059882863
004227913, 31142059882871
004227914, 31142059882889
004227914, 31142059882897
004227915, 31142059882905
004227915, 31142059882913
004227916, 31142059882921
004227918, 31142059883143
004227919, 31142059883150
004227920, 31142059883168
004227921, 31142060737171
004227922, 31142059883291
004227923, 31142059883283
004227924, 31142059883275
004227925, 31142060736512
004227926, 31142059883267
004227927, 31142059883259
004227928, 31142059883242
004227930, 31142059883234
004227933, 31142060736496
004227934, 31142060736488
004227936, 31142060736462
004227937, 31142060736678
004227940, 31142060736652
004227941, 31142060736645
004227942, 31142059882947
004227943, 31142060736686
004227944, 31142060736637
004227945, 31142060736546
004227946, 31142060736694
004227947, 31142060736538
004227948, 31142059883127
004227950, 31142060736520
004227951, 31142059883101
004227955, 31142059883069
004227958, 31142059883036
004227959, 31142059882962
004227960, 31142059883135
